dataset,rec,lead,seg,t0_s,n_gt,n_det_seg,TP,FP,FN,F1,lead_F1,h1_total,h1_max,h1_n_abs,h1_n_rel,h1_entropy,h1_ratio,h1_count,h0_total,h0_max,h0_entropy,h0_ratio,sl_n_prom,sl_total,sl_max,sl_entropy,sl_ratio,sampen,kurtosis,spec_entropy,band_ratio,rr_cv,rr_plaus,bsqi,n_det,psd_fhr,tau_acf,peak_prob_mean,prob_max,time_topo_ms,time_sublevel_ms,time_classical_ms,time_total_ms
adfecgdb,r01,1,15,60.0,9,9,9,0,0,100.0,99.92242048099301,9.59467901289463,0.423984169960022,0,47,4.316789623610514,0.0441895106016752,108,123.75536629930139,2.5121514797210693,5.425082820865843,0.02029933371653097,37,230.77354044272423,9.244009192767255,4.4088635904502596,0.04005662510109771,0.9052138725915642,4.117429249320795,0.7438067789692069,0.10258970562158373,0.00858369098710603,1.0,0.7777777777777778,9,0.05790513753925657,3.0,0.9981053007973565,0.9991324543952942,61.749500047881156,1.1912000481970608,15.089300053659827,78.03000014973804
adfecgdb,r01,1,16,64.0,8,8,8,0,0,100.0,99.92242048099301,8.681073725223541,0.3092505931854248,0,54,4.474156092730975,0.03562354185368076,131,100.99105823785067,2.0071802139282227,5.501469469111612,0.019874830989501675,51,201.18267884389857,6.61960689751207,4.478563804627697,0.032903463337657986,0.9823268410379417,3.3267489304140874,0.7356321431042483,0.083784203468647,0.010215629139588341,1.0,1.0,8,0.12118414072879108,3.0,0.9971412643790245,0.9993743300437927,57.6299000531435,1.1995000531896949,11.22480002231896,70.05420012865216
adfecgdb,r01,1,17,68.0,9,9,9,0,0,100.0,99.92242048099301,7.976613104343414,0.3221994638442993,0,47,4.361525718321587,0.0403930163879724,115,107.39078575000167,2.4652414321899414,5.423156024021905,0.022955800304216324,43,219.9558410495997,7.921937767675839,4.53191988204368,0.03601603726399527,1.0592215370339713,3.38444653328514,0.7589309752216016,0.13944033058005784,0.011070089167611121,1.0,1.0,9,0.13383342571928092,3.0,0.9973185890250735,0.9990436434745789,58.54260001797229,1.3954999740235507,11.071400018408895,71.00950001040474
adfecgdb,r01,1,18,72.0,8,8,8,0,0,100.0,99.92242048099301,8.943518415093422,1.112412691116333,2,5,4.129889274947433,0.12438199816739447,114,121.43804799765348,3.1712498664855957,5.385311017405996,0.026114137362837443,30,240.20543247963644,9.846764583031067,4.443411305273052,0.040993096956147286,0.9595284109288011,5.96506280912052,0.757807617766617,0.17541571340677278,0.013432483384362502,1.0,1.0,8,0.08162038568816432,3.0,0.9974731653928757,0.9985799491405487,56.72449996927753,1.3343000318855047,14.57310002297163,72.63190002413467
adfecgdb,r01,1,19,76.0,8,9,8,0,0,100.0,99.92242048099301,7.899992138147354,0.40385496616363525,0,36,4.15812789560648,0.051120932666939733,104,121.52382783591747,2.012451648712158,5.410026337417218,0.016560140381928812,42,256.56058703456466,8.783419191540059,4.460232163784029,0.03423526307396815,0.8878844777144219,4.3642185383580365,0.7629818094160031,0.15739767856909012,0.005641260791170422,1.0,0.9411764705882353,9,0.1366848922070557,3.0,0.9961041675673591,0.9991045594215393,63.115500030107796,1.185000000987202,15.21889999276027,79.51940002385527
adfecgdb,r01,1,20,80.0,9,8,9,0,0,100.0,99.92242048099301,7.268289789557457,0.24945926666259766,0,55,4.4329483600276385,0.03432159061970369,120,164.5207499153912,12.597350120544434,4.931583891968545,0.07656997750753537,12,244.5393251821792,17.681897200569498,4.336084472849017,0.07230696816308216,0.6748592532382677,32.90332043073129,0.7057941982009805,0.10635711959585345,0.026639101622985096,1.0,0.2222222222222222,8,0.07909340235314112,4.0,0.9945953190326691,0.9992523789405823,62.82559997634962,1.216700009535998,17.117600014898926,81.15990000078455
adfecgdb,r01,1,21,84.0,8,8,8,0,0,100.0,99.92242048099301,10.699599772691727,0.4305565357208252,0,47,4.399231066181484,0.04024043374217433,118,192.562342453748,12.361785888671875,4.869049618843922,0.06419627914342088,12,247.0986243037953,20.578037009133844,4.289725583486943,0.0832786385076515,0.6225525371066084,39.12753357368613,0.6762420871625692,0.11698726268480578,0.010763263429579197,1.0,0.2222222222222222,8,0.05644288395767174,4.0,0.9974559433758259,0.9987307190895081,61.05809996370226,1.3198000378906727,13.164300005882978,75.54220000747591
adfecgdb,r01,1,22,88.0,9,9,9,0,0,100.0,99.92242048099301,8.406747072935104,0.46649670600891113,0,35,4.351335608078246,0.05549075069841307,117,120.89991720020771,2.187190294265747,5.425854216699318,0.01809091639528411,37,240.42515403792152,9.662756435539475,4.442292197370733,0.040190289049436806,0.9051001019746469,4.43709430217213,0.7581480467537913,0.31816833116564225,0.011678163388146423,1.0,0.9411764705882353,9,0.13370892880802804,3.0,0.9977807369497087,0.9991173148155212,53.73490002239123,0.9312999900430441,10.243500000797212,64.90970001323149
adfecgdb,r01,1,23,92.0,8,8,8,0,0,100.0,99.92242048099301,9.657988399267197,0.5751481056213379,2,25,4.2733725239314095,0.05955154239623211,114,132.11347145587206,2.245917558670044,5.3948010792967125,0.016999913286058783,29,247.6695554610905,10.507017354377442,4.379838520681688,0.04242353217300492,0.8733346415686968,5.630077105703146,0.7527560558121579,0.3226170258547036,0.008983571156701285,1.0,0.875,8,0.13593569372365025,3.0,0.9976129867136478,0.9987592697143555,51.35690001770854,1.145999995060265,12.040499947033823,64.54339995980263
adfecgdb,r01,1,24,96.0,8,8,8,0,0,100.0,99.92242048099301,7.644571289420128,1.1824982166290283,2,2,3.981623280345471,0.1546847000125982,106,139.92574029788375,3.045459032058716,5.289965263541776,0.021764823438313114,20,275.22019597719463,12.735105725877627,4.309314767875398,0.0462724244514848,0.7620478283120508,7.219023060961987,0.7494354118620299,0.2371718798107031,0.01781741612745783,1.0,0.6666666666666666,8,0.03986179625839676,3.0,0.9934849701821804,0.9989305138587952,59.851599973626435,1.2237000046297908,13.034800009336323,74.11009998759255
adfecgdb,r01,1,25,100.0,9,9,9,0,0,100.0,99.92242048099301,10.374413639307022,1.7972421646118164,2,2,3.979515928144545,0.17323795128065603,117,142.86888382956386,2.7616045475006104,5.33189756666257,0.019329643190850856,18,285.31312880786874,14.344256683621927,4.372651790509515,0.050275487649505846,0.7775397868225874,11.057255497203554,0.7616704814083175,0.36896022900920633,0.014555048803069221,1.0,0.9411764705882353,9,0.1093659033397565,3.0,0.9936175445715586,0.9988619089126587,56.78990000160411,1.3042999780736864,16.237300005741417,74.33149998541921
adfecgdb,r01,1,26,104.0,8,8,8,0,0,100.0,99.92242048099301,9.1077229231596,0.787879228591919,1,16,4.116587720516011,0.08650671910411015,113,142.55852652713656,3.206214189529419,5.274339207145531,0.022490511564870034,18,296.20025553653113,15.47730669662731,4.307328889498667,0.0522528472117351,0.726473469380454,10.056584580605271,0.7433915980528796,0.42623499164160533,0.006150807615901085,1.0,1.0,8,0.15667774133765622,3.0,0.9982730709016323,0.998925119638443,57.02249996829778,0.8975000237114727,12.294700019992888,70.21470001200214
adfecgdb,r01,1,27,108.0,9,9,9,0,0,100.0,99.92242048099301,10.513655558228493,0.5407302379608154,1,37,4.381359466542283,0.051431230076541976,123,160.40884359553456,2.868919849395752,5.350448803233153,0.01788504788819261,22,322.20059758388516,15.245345969744498,4.308330031545,0.04731631810762025,0.7073090348810928,9.018761035016118,0.7526095123866693,0.39753917606543676,0.0058669803612416156,1.0,0.8888888888888888,9,0.08271531124493448,3.0,0.9977342320813073,0.9987741112709045,55.16170000191778,1.3202999834902585,17.749199992977083,74.23119997838512
adfecgdb,r01,1,28,112.0,8,8,8,0,0,100.0,99.92242048099301,10.713577449321747,0.7599462270736694,2,21,4.273458401840433,0.07093300353391378,118,141.33201909437776,2.542445182800293,5.370098058954496,0.017989166213655365,20,269.9540278487322,12.515217861752888,4.355148018314476,0.04636055242993336,0.798856277762568,8.029779237214786,0.7479466642743443,0.3757734329963909,0.010019697753606024,1.0,0.875,8,0.09267291444962016,3.0,0.9980263374745846,0.9988996982574463,62.8654999891296,1.2996000004932284,17.64589996309951,81.81099995272234
adfecgdb,r01,1,29,116.0,9,9,9,0,0,100.0,99.92242048099301,10.018907457590103,0.8722846508026123,3,13,4.061215092131688,0.08706384947609248,114,155.6655083913356,4.328187942504883,5.242222381913474,0.02780441208352976,23,316.5378364483221,14.356644064074754,4.329222459532403,0.04535522269679306,0.7542456885539742,8.066994240770345,0.752291408690852,0.4152048412558208,0.008434913850347356,1.0,1.0,9,0.09443157776100589,3.0,0.9963210854265425,0.9992483258247375,61.21219997294247,1.441399974282831,13.457100023515522,76.11069997074082
adfecgdb,r01,1,30,120.0,8,8,8,0,0,100.0,99.92242048099301,8.623530715703964,0.5703476667404175,2,23,4.114622462738471,0.06613853252725292,105,161.58176538348198,2.910566568374634,5.287960722590718,0.01801296428137772,22,300.62527016666763,13.373332179481281,4.32181932566075,0.044485056668945415,0.7286245566103152,8.761086551671777,0.7441994582621505,0.45986042705188157,0.0059670882893494235,1.0,1.0,8,0.13352295754146243,3.0,0.9980367124080658,0.9987419843673706,52.28010000428185,1.3555000186897814,14.647300005890429,68.28290002886206
adfecgdb,r01,1,31,124.0,9,9,9,0,0,100.0,99.92242048099301,12.252702504396439,1.2899799346923828,1,10,4.207334740280998,0.10528125809219761,128,151.14139080047607,2.847560167312622,5.329783922592116,0.01884037292651163,22,318.5689135030222,14.113012206974343,4.393753400098016,0.04430128493011422,0.7746233338802622,9.741116858224544,0.7616980652864108,0.437557497104074,0.01166707178033406,1.0,1.0,9,0.1420923414879089,3.0,0.9983698957496219,0.999040424823761,52.75440000696108,1.290599990170449,13.07079999241978,67.1157999895513
adfecgdb,r01,1,32,128.0,8,8,8,0,0,100.0,99.92242048099301,9.046994522213936,1.0147876739501953,2,8,4.066364405244409,0.11216848550735602,107,127.34513514302671,3.1833579540252686,5.3194954166692225,0.024997876443806664,22,272.46725292432006,10.905508306233337,4.482833064512483,0.04002502388520938,0.8689738022033517,7.853025910963627,0.7592882192208876,0.3988197624231454,0.012853049609900736,1.0,1.0,8,0.1772944696968597,3.0,0.998199000954628,0.9991587400436401,54.911799961701035,1.338800007943064,12.498399999458343,68.74899996910244
adfecgdb,r01,1,33,132.0,9,9,9,0,0,100.0,99.92242048099301,8.03471064567566,1.102792739868164,2,2,4.072758881745797,0.13725357246829517,106,143.29563180357218,3.812274217605591,5.299719466776991,0.026604259806268075,19,293.43309890858836,14.172544019483206,4.325539135057344,0.04829906398493325,0.7523754424560612,12.010796323841596,0.7595802420093246,0.4266144901752103,0.00786447347516425,1.0,1.0,9,0.1486272543272271,3.0,0.9983722203307681,0.9989002048969269,52.74520005332306,1.040700008161366,17.130799998994917,70.91670006047934
adfecgdb,r01,1,34,136.0,8,8,8,0,0,100.0,99.92242048099301,10.208960458636284,2.40000057220459,2,3,3.7089439486855103,0.23508765480368485,106,146.89655099064112,6.42598295211792,5.172757858794169,0.043744954587308725,17,305.5799354750844,16.406682067909887,4.266849994491143,0.05369031197157104,0.7020108097373065,11.500710084377296,0.7489461248802102,0.3828870342962166,0.0064609311625370485,1.0,1.0,8,0.11525838036894863,3.0,0.9987482279539108,0.9995057582855225,61.0543999937363,1.4466000138781965,18.701200024224818,81.20220003183931
adfecgdb,r01,1,35,140.0,9,9,9,0,0,100.0,99.92242048099301,12.112106397747993,1.7465245723724365,3,6,3.975830597018941,0.1441966009064306,115,158.02186703681946,2.5534496307373047,5.320477945788207,0.01615883724587515,21,321.7688255352707,14.728550171825496,4.332576318069819,0.0457737014992802,0.7102600228217912,10.591902304179829,0.7558807774969617,0.3568795739212495,0.005980412849428642,1.0,1.0,9,0.10961991953750004,3.0,0.9986815022097694,0.9992570281028748,64.81429998530075,1.1041999678127468,14.22210002783686,80.14059998095036
adfecgdb,r01,1,36,144.0,9,9,9,0,0,100.0,99.92242048099301,8.82213644683361,0.7353146076202393,2,15,4.091483451944164,0.08334881375407323,107,153.10508390143514,3.276531934738159,5.320207132965043,0.021400543020814903,19,325.2880799143948,19.143350044137307,4.2581709117889135,0.058850450496603354,0.6441430745105745,11.168238010966148,0.7446332146144814,0.3755675645710964,0.00746573623950494,1.0,0.8235294117647058,9,0.09840111127183429,3.0,0.9969142774740855,0.998735249042511,53.36129997158423,1.0483000078238547,14.268600032664835,68.67820001207292
adfecgdb,r01,1,37,148.0,8,8,8,0,0,100.0,99.92242048099301,7.2665209621191025,0.4867548942565918,0,25,4.296753414183708,0.06698596161684707,106,131.675817463547,4.3092570304870605,5.288088873991145,0.032726259942756755,20,303.3099241345626,13.044881025925221,4.500618592870719,0.043008421380033225,0.8806194054496034,11.210244585866477,0.7610085391308876,0.355704628096816,0.010484461485366437,1.0,1.0,8,0.17697505148713008,3.0,0.9944091066718102,0.9992602467536926,53.893999953288585,1.1854000040329993,12.420799990650266,67.50019994797185
adfecgdb,r01,1,38,152.0,9,9,9,0,0,100.0,99.92242048099301,10.527704522013664,1.0304114818572998,4,10,3.9651903604672185,0.0978761780122712,107,165.05939689278603,2.5552561283111572,5.332489537827062,0.015480827971102444,21,310.07298852445217,14.210286389661784,4.273558509211533,0.04582884325811283,0.6738986881220131,8.208549399322175,0.732636034262577,0.3830301886273615,0.008828981015768766,1.0,1.0,9,0.10630829420540697,3.0,0.9965999921162924,0.9989267289638519,53.81279997527599,1.1989999911747873,13.456200016662478,68.46799998311326
adfecgdb,r01,1,39,156.0,9,10,9,1,0,94.73684210526316,99.92242048099301,8.395145758986473,0.8930504322052002,1,7,4.170213997313981,0.1063770014057397,115,240.01565555855632,18.448631286621094,4.743278953679471,0.0768642830555698,11,304.3189247451976,26.895520731111397,4.183791042429499,0.08837938933186816,0.49820506435694367,30.107450777059782,0.7454246907029979,0.3650660433197369,0.05641584510727527,1.0,0.18181818181818182,10,0.09686593965828635,4.0,0.9370822504162788,0.9985542595386505,53.802299953531474,0.9950000094249845,15.401399985421449,70.19869994837791
adfecgdb,r01,1,40,160.0,8,8,8,0,0,100.0,99.92242048099301,7.881985008716583,0.5879325866699219,1,19,4.210526867651645,0.07459194429064003,105,149.66317325085402,3.5062978267669678,5.225160945500059,0.02342792652732249,19,327.85692294246326,17.859211345365843,4.200811610030702,0.0544725765894532,0.631254878266738,12.380247092293766,0.7508669284096274,0.3120953809637719,0.23715042038398335,0.8571428571428571,1.0,8,0.11607211188533267,3.0,0.9962113462388515,0.998274564743042,59.1308000148274,1.3638000236824155,18.960699962917715,79.45530000142753
adfecgdb,r01,1,41,164.0,10,10,10,0,0,100.0,99.92242048099301,9.353809982538223,0.978708028793335,3,6,4.059003634025555,0.104632019532179,106,154.00845020450652,3.9237425327301025,5.2429623591876116,0.02547744963032725,18,330.4359110265127,16.24609811651989,4.261201376094028,0.04916565534917397,0.6763955046691242,10.771760046826,0.7599169773942481,0.36553432794954516,0.029111655130036048,1.0,0.9473684210526315,10,0.24123561569859517,3.0,0.9965431094169617,0.9986959099769592,56.44020001636818,1.2354999780654907,13.925400038715452,71.60110003314912
adfecgdb,r01,1,42,168.0,8,8,8,0,0,100.0,99.92242048099301,9.212454110383987,0.9388582706451416,2,6,4.188791478709775,0.10191185317132688,110,141.48787024244666,4.439764499664307,5.226952430509998,0.03137911746114005,17,297.7134032104812,15.226302495946417,4.255062619839677,0.051144161907891936,0.7075120055656645,10.668243181874287,0.754018754600361,0.2905048443270726,0.0372437036913639,1.0,1.0,8,0.187017999098429,3.0,0.9980966076254845,0.9990900754928589,56.07560003409162,1.3549000141210854,18.698600004427135,76.12910005263984
adfecgdb,r01,1,43,172.0,8,8,8,0,0,100.0,99.92242048099301,10.350393608212471,2.457942485809326,2,2,3.6400469597955594,0.23747333472022222,111,156.91666155681014,4.543985366821289,5.185899473856847,0.028957953360332963,18,324.8186320422626,16.766325909486657,4.2482965614000205,0.05161750052350788,0.6816223038061788,11.442871779694693,0.7552601084098463,0.39601164138778067,0.020438345036486276,1.0,1.0,8,0.14795624167422664,3.0,0.9982269257307053,0.9988231062889099,62.8971999976784,1.4232000103220344,18.027600017376244,82.34800002537668
adfecgdb,r01,1,44,176.0,9,9,9,0,0,100.0,99.92242048099301,10.878828078508377,1.7482986450195312,4,5,3.830395160104344,0.16070652393829207,102,171.44496938958764,4.719499588012695,5.177514926399701,0.0275277810997661,17,331.61454648002297,17.231206963104096,4.277369638027482,0.05196155339386501,0.6806043405622452,11.927815768998332,0.7535731197866182,0.29156913038578697,0.014194910029842887,1.0,1.0,9,0.13470571172545,3.0,0.997870534658432,0.9990884065628052,58.7455999921076,1.312199980020523,19.08920001005754,79.14699998218566
adfecgdb,r01,1,45,180.0,9,9,9,0,0,100.0,99.92242048099301,11.290270879864693,2.583841323852539,3,1,3.767138623021311,0.22885556523363734,102,167.08153973333538,3.430626392364502,5.269766336453214,0.020532647699080416,17,323.9769538055154,18.403456154091323,4.166427815243711,0.05680483113974499,0.618185116540686,13.144456457295384,0.7485995575521694,0.2346992622444666,0.021340921731874997,1.0,1.0,9,0.15392021511260442,3.0,0.9978427357143826,0.9988794922828674,61.416099953930825,1.4266999787651002,20.231000031344593,83.07379996404052
adfecgdb,r01,1,46,184.0,9,9,9,0,0,100.0,99.92242048099301,9.509405970573425,0.8645479679107666,1,12,4.308506711571111,0.09091503408162337,119,144.3251230828464,3.3192028999328613,5.354331060411681,0.02299809505811077,20,310.68570769440385,15.110565229109309,4.268312226374699,0.048636177509563096,0.7200025503725797,9.864948536971283,0.754854311228672,0.14897246224612506,0.011453342355800313,1.0,1.0,9,0.10632001370922534,3.0,0.9970178968376584,0.998917430639267,61.887399991974235,1.2633000151254237,17.267499992158264,80.41819999925792
adfecgdb,r01,1,47,188.0,10,10,10,0,0,100.0,99.92242048099301,7.9959006905555725,1.0585894584655762,2,4,4.0133508566901295,0.1323915215350043,104,151.94922169297934,4.602218151092529,5.294538194988851,0.030287869196141726,23,296.2008445139799,13.61550116373493,4.2589712627304115,0.04596712472604806,0.6953958996146663,8.783530854283322,0.7648951875372589,0.1036662804306031,0.01480702937448031,1.0,1.0,10,0.2006361730573207,3.0,0.9922881960868836,0.9990283846855164,54.2909000068903,1.4268000377342105,18.264300015289336,73.98200005991384
adfecgdb,r01,1,48,192.0,10,10,10,0,0,100.0,99.92242048099301,9.11856496334076,1.2920920848846436,2,5,3.921267889902455,0.1416990601129763,107,140.8094082288444,3.2367470264434814,5.2589540143343845,0.0229867241625153,15,305.8970972076946,16.335609876659774,4.264198555845585,0.05340230432317031,0.6924126965019537,10.854398481173623,0.7546847877900632,0.1263409682671913,0.01584208482853838,1.0,1.0,10,0.19536541973024651,3.0,0.9963849514722825,0.9985983967781067,54.89520000992343,1.0026000090874732,13.522199995350093,69.420000014361
adfecgdb,r01,1,49,196.0,9,9,9,0,0,100.0,99.92242048099301,7.7421959936618805,0.8241510391235352,2,11,4.039230077558369,0.10644926062297012,113,167.12763768061996,9.340150833129883,5.014415921222613,0.0558863331209097,14,293.5676667260675,21.104246349774407,4.296942048516314,0.0718888649595973,0.7162466558664004,13.58652704638807,0.7858189982421008,0.32870537029010005,0.015268718486382588,1.0,0.75,9,0.082720649366276,3.0,0.9974786837895712,0.9988658428192139,55.667700013145804,0.9830000344663858,12.46920000994578,69.11990005755797
